Num_Bank_Accounts,Num_of_Delayed_Payment,Changed_Credit_Limit,Credit_Mix,Payment_of_Min_Amount
3.0,13.0,17.49,0,2
3.0,15.0,17.49,3,2
3.0,9.0,18.32,0,0
3.0,9.0,18.32,3,2
4.0,9.0,11.32,3,2
4.0,19.0,18.32,3,2
4.0,9.0,18.32,0,2
8.0,19.0,0.51,3,1
8.0,18.0,0.51,0,1
8.0,16.0,0.51,3,1
8.0,16.0,0.51,0,0
8.0,16.0,0.51,3,1
8.0,14.0,0.51,0,1
7.0,19.0,15.94,3,2
7.0,20.0,9.94,3,2
7.0,19.0,9.94,3,0
7.0,19.0,14.94,3,0
7.0,19.0,9.94,3,2
7.0,18.0,9.94,3,2
7.0,18.0,9.94,3,2
7.0,20.0,9.94,0,2
8.0,11.0,14.3,3,2
8.0,11.0,14.3,3,2
8.0,13.0,14.3,0,0
8.0,8.0,14.3,3,2
8.0,11.0,14.3,3,2
8.0,11.0,14.3,0,2
8.0,11.0,14.3,0,2
8.0,19.0,14.3,3,2
1.0,8.0,2.31,0,1
1.0,7.0,2.31,2,1
1.0,6.0,2.31,0,1
1.0,7.0,2.31,0,1
1.0,19.0,2.31,2,1
1.0,7.0,4.3100000000000005,2,1
1.0,7.0,2.31,2,0
7.0,12.0,5.97,1,2
7.0,15.0,10.97,0,2
7.0,15.0,5.97,1,2
7.0,15.0,5.97,0,2
7.0,15.0,5.97,1,2
7.0,15.0,5.97,1,2
7.0,18.0,5.97,1,2
7.0,15.0,5.97,1,2
0.0,11.0,1.18,2,1
0.0,10.0,1.18,2,1
0.0,12.0,10.23199443955013,0,1
0.0,10.0,10.23199443955013,2,1
0.0,12.0,1.18,2,1
0.0,10.0,10.23199443955013,2,1
0.0,9.0,1.18,0,0
6.0,15.0,16.310000000000002,3,2
6.0,16.0,9.31,3,2
6.0,18.0,14.31,3,2
6.0,18.0,14.31,3,2
7.0,10.0,8.34,3,2
7.0,10.0,8.34,3,2
7.0,11.0,8.34,3,0
7.0,9.0,8.34,3,2
7.0,13.0,8.34,3,0
7.0,19.0,5.34,3,2
7.0,10.0,8.34,0,2
10.0,10.0,19.97,3,2
10.0,13.0,19.97,0,2
10.0,13.0,19.97,3,2
10.0,13.0,12.97,3,0
10.0,10.0,10.23199443955013,3,2
10.0,13.0,19.97,3,2
4.0,2.0,8.27,2,1
4.0,2.0,8.27,2,1
4.0,2.0,8.27,0,1
4.0,2.0,10.27,2,0
4.0,19.0,8.27,0,1
4.0,2.0,8.27,2,1
4.0,1.0,8.27,2,0
4.0,9.0,16.5,3,0
4.0,9.0,16.5,0,2
4.0,9.0,16.5,3,2
4.0,10.0,13.5,3,2
4.0,9.0,16.5,3,2
4.0,9.0,22.5,3,2
4.0,9.0,16.5,3,0
4.0,9.0,16.5,3,2
9.0,23.0,0.56,1,2
9.0,21.0,0.56,1,2
9.0,21.0,0.56,1,2
9.0,19.0,10.23199443955013,1,2
9.0,21.0,0.56,1,2
9.0,21.0,0.56,1,2
9.0,21.0,0.56,1,0
6.0,21.0,25.27,1,2
6.0,21.0,25.27,1,2
6.0,21.0,25.27,1,2
6.0,18.0,25.27,1,0
6.0,21.0,25.27,1,2
6.0,22.0,25.27,1,2
6.0,19.0,25.27,0,2
8.0,12.0,11.58,3,1
8.0,17.0,11.58,3,1
8.0,13.0,11.58,3,0
8.0,19.0,13.58,3,1
8.0,17.0,10.23199443955013,0,0
8.0,12.0,11.58,3,1
4.0,20.0,4.91,3,1
4.0,17.0,10.23199443955013,0,1
4.0,19.0,8.91,3,1
4.0,18.0,4.91,3,0
4.0,17.0,4.91,3,1
4.0,17.0,10.91,3,0
6.0,8.0,9.99,3,2
6.0,8.0,11.99,3,2
6.0,8.0,9.99,3,2
6.0,8.0,9.99,3,2
6.0,8.0,9.99,0,2
6.0,8.0,9.99,3,2
6.0,5.0,9.99,3,2
6.0,8.0,9.99,3,2
5.0,11.0,4.4,2,1
5.0,9.0,4.4,2,0
5.0,10.0,1.4000000000000004,2,1
5.0,8.0,4.4,2,1
5.0,11.0,4.4,2,1
7.0,16.0,9.79,0,2
7.0,19.0,9.79,3,0
7.0,13.0,2.7899999999999987,3,2
7.0,16.0,2.7899999999999987,3,2
7.0,18.0,9.79,3,2
7.0,16.0,9.79,0,0
7.0,19.0,9.79,3,2
7.0,16.0,9.79,0,2
1.0,9.0,10.56,2,1
1.0,9.0,10.56,2,1
1.0,19.0,10.56,0,1
1.0,10.0,10.56,2,1
1.0,10.0,10.56,0,1
1.0,10.0,10.56,0,1
6.0,16.0,7.01,3,1
6.0,16.0,7.01,3,1
6.0,16.0,7.01,0,1
6.0,13.0,7.01,3,1
6.0,16.0,7.01,3,1
6.0,16.0,7.01,3,1
6.0,19.0,7.01,3,1
4.0,16.0,10.81,3,2
4.0,14.0,10.81,3,2
4.0,13.0,10.81,3,2
9.0,18.0,5.14,1,2
9.0,16.0,5.14,1,2
9.0,17.0,5.14,1,2
9.0,18.0,5.14,0,0
9.0,18.0,5.14,1,2
9.0,18.0,0.1399999999999996,1,2
5.0,9.0,8.9,0,2
5.0,9.0,3.9,3,0
5.0,9.0,3.9,3,0
5.0,9.0,10.23199443955013,3,2
5.0,9.0,3.9,0,2
4.0,19.0,0.64,2,1
4.0,3.0,0.64,2,1
4.0,7.0,0.64,2,1
4.0,4.0,0.64,2,1
4.0,19.0,0.64,2,1
4.0,4.0,0.64,0,1
4.0,4.0,0.64,2,1
5.0,19.0,0.77,2,0
5.0,19.0,6.77,2,1
5.0,10.0,0.77,2,1
5.0,10.0,2.77,2,1
5.0,10.0,0.77,2,1
5.0,10.0,0.77,2,1
5.0,10.0,10.23199443955013,2,1
6.0,13.0,7.9,3,2
6.0,13.0,7.9,3,2
6.0,13.0,7.9,3,2
6.0,10.0,7.9,3,2
6.0,12.0,7.9,3,2
6.0,13.0,12.9,3,2
6.0,16.0,14.9,3,2
0.0,9.0,10.27,2,0
0.0,7.0,10.27,2,1
0.0,9.0,16.27,2,0
0.0,9.0,10.27,2,1
0.0,9.0,17.27,2,1
0.0,19.0,10.27,2,1
5.0,10.0,14.12,3,2
5.0,12.0,14.12,3,0
5.0,10.0,14.12,3,2
5.0,10.0,14.12,3,2
5.0,10.0,14.12,3,2
5.0,10.0,14.12,3,2
5.0,8.0,14.12,0,2
4.0,9.0,12.72,3,2
4.0,9.0,16.72,3,2
4.0,10.0,16.72,3,2
4.0,9.0,16.72,3,2
4.0,9.0,18.72,0,2
4.0,8.0,16.72,3,2
4.0,9.0,16.72,3,2
8.0,19.0,12.93,3,0
8.0,19.0,6.93,3,2
8.0,19.0,12.93,0,2
8.0,20.0,13.93,3,2
8.0,19.0,12.93,0,2
8.0,19.0,12.93,3,2
7.0,23.0,6.63,0,2
7.0,22.0,6.63,1,2
7.0,23.0,6.63,0,2
7.0,23.0,6.63,1,2
7.0,19.0,6.63,1,2
7.0,26.0,6.63,1,0
7.0,23.0,6.63,1,2
3.0,16.0,14.62,3,2
3.0,18.0,20.62,3,2
3.0,16.0,14.62,0,2
3.0,16.0,14.62,3,2
3.0,16.0,14.62,3,2
3.0,16.0,14.62,0,2
3.0,16.0,11.62,3,2
3.0,7.0,6.53,2,1
3.0,7.0,6.53,2,1
3.0,7.0,6.53,2,1
3.0,7.0,6.53,0,1
3.0,7.0,6.53,2,1
3.0,7.0,6.53,2,1
3.0,7.0,6.53,2,1
3.0,7.0,6.53,2,0
10.0,21.0,0.62,1,0
10.0,24.0,0.62,0,2
10.0,26.0,0.62,1,2
10.0,27.0,0.62,1,2
10.0,22.0,0.62,1,2
10.0,24.0,0.62,1,2
3.0,10.0,9.77,2,1
8.0,24.0,10.04,1,2
8.0,24.0,10.04,1,2
8.0,25.0,3.04,1,2
8.0,24.0,3.04,1,2
1.0,6.0,4.23,2,1
1.0,6.0,4.23,2,1
1.0,4.0,10.23199443955013,2,1
1.0,6.0,10.23199443955013,0,1
1.0,3.0,4.23,2,1
1.0,6.0,4.23,2,1
1.0,6.0,4.23,2,1
1.0,11.0,4.79,2,1
1.0,11.0,4.79,2,1
1.0,10.0,4.79,2,1
1.0,12.0,4.79,2,0
1.0,8.0,4.79,0,1
1.0,11.0,4.79,0,1
1.0,11.0,4.79,2,1
5.0,14.0,0.57,2,1
5.0,14.0,10.23199443955013,2,0
5.0,14.0,0.57,2,1
5.0,19.0,0.57,2,0
5.0,14.0,0.57,2,1
5.0,14.0,0.57,0,1
3.0,20.0,9.15,0,1
3.0,20.0,9.15,3,0
3.0,19.0,9.15,0,1
3.0,18.0,9.15,3,1
3.0,20.0,9.15,3,1
3.0,20.0,4.15,3,1
3.0,21.0,9.15,0,1
10.0,15.0,28.44,1,2
10.0,15.0,20.44,1,2
10.0,12.0,26.44,1,2
10.0,12.0,26.44,0,2
10.0,13.0,26.44,1,2
10.0,16.0,26.44,1,0
10.0,13.0,30.44,1,2
10.0,15.0,26.44,1,2
0.0,7.0,12.11,2,1
0.0,5.0,5.11,0,0
0.0,19.0,5.11,0,1
0.0,7.0,12.11,2,0
0.0,7.0,10.23199443955013,2,1
0.0,7.0,5.11,2,1
0.0,7.0,5.11,2,1
4.0,19.0,8.24,3,2
4.0,15.0,8.24,3,0
4.0,15.0,10.23199443955013,3,2
4.0,14.0,8.24,3,2
4.0,19.0,8.24,3,2
4.0,11.0,6.24,3,2
7.0,8.0,12.47,0,2
7.0,9.0,12.47,0,2
7.0,8.0,12.47,3,2
7.0,8.0,12.47,3,2
10.0,24.0,26.24,1,2
10.0,26.0,26.24,1,2
10.0,22.0,26.24,1,2
10.0,24.0,26.24,0,2
10.0,19.0,22.24,1,2
10.0,21.0,26.24,1,2
7.0,16.0,15.88,1,2
7.0,16.0,14.88,1,2
7.0,16.0,15.88,1,2
7.0,16.0,15.88,1,0
7.0,16.0,15.88,0,2
7.0,15.0,15.88,1,2
7.0,16.0,15.88,1,0
7.0,16.0,15.88,1,2
5.0,4.0,3.59,2,1
5.0,1.0,0.59,2,1
5.0,1.0,0.59,2,1
5.0,1.0,0.59,2,1
8.0,24.0,1.47,0,2
8.0,26.0,7.47,0,2
8.0,21.0,1.47,1,2
8.0,24.0,1.47,0,2
8.0,24.0,1.47,1,2
8.0,24.0,1.47,0,0
8.0,27.0,1.47,1,2
8.0,19.0,5.47,0,2
8.0,24.0,29.09,1,2
8.0,24.0,29.09,1,2
8.0,25.0,29.09,0,2
8.0,27.0,29.09,1,2
8.0,24.0,29.09,1,2
8.0,24.0,29.09,1,0
8.0,24.0,29.09,1,2
3.0,19.0,1.82,0,1
3.0,12.0,1.82,2,1
3.0,15.0,1.82,2,1
7.0,20.0,2.8200000000000003,3,1
7.0,19.0,8.82,0,1
7.0,19.0,8.82,3,1
7.0,20.0,10.23199443955013,3,1
7.0,23.0,8.82,0,1
7.0,19.0,8.82,3,1
7.0,20.0,14.82,3,1
7.0,23.0,8.82,3,1
5.0,20.0,13.9,0,2
5.0,20.0,13.9,3,0
5.0,23.0,13.9,3,2
5.0,20.0,13.9,3,0
5.0,23.0,10.23199443955013,3,2
5.0,20.0,9.9,3,2
0.0,8.0,4.55,0,1
0.0,8.0,4.55,2,0
0.0,10.0,4.55,0,1
0.0,8.0,4.55,2,1
0.0,8.0,4.55,2,1
9.0,21.0,12.6,0,2
9.0,21.0,16.6,1,0
9.0,20.0,16.6,1,0
9.0,22.0,16.6,0,2
9.0,18.0,9.6,1,2
9.0,21.0,16.6,1,2
9.0,21.0,18.6,1,2
9.0,21.0,16.6,1,2
4.0,10.0,4.9,0,1
4.0,19.0,4.9,2,1
4.0,9.0,4.9,0,1
4.0,9.0,0.9000000000000004,0,1
4.0,6.0,4.9,2,1
4.0,9.0,4.9,2,1
4.0,7.0,10.9,2,0
4.0,0.0,8.61,2,0
3.0,8.0,9.11,0,0
3.0,11.0,9.11,3,1
3.0,5.0,13.11,0,1
3.0,10.0,16.11,3,1
3.0,8.0,3.109999999999999,0,1
3.0,10.0,9.11,3,1
3.0,6.0,13.11,0,1
8.0,19.0,4.86,1,2
8.0,23.0,4.86,1,2
8.0,23.0,4.86,1,2
8.0,23.0,4.86,1,2
8.0,19.0,4.86,1,2
8.0,19.0,4.86,1,2
8.0,24.0,4.86,1,2
8.0,23.0,4.86,1,2
9.0,15.0,5.7,1,2
9.0,15.0,5.7,1,2
9.0,19.0,5.7,1,2
9.0,15.0,10.7,1,0
9.0,12.0,5.7,1,2
9.0,16.0,11.7,1,2
9.0,15.0,0.7000000000000002,1,2
5.0,9.0,16.55,3,2
4.0,8.0,16.55,3,2
4.0,10.0,16.55,3,2
4.0,13.0,16.55,3,2
4.0,7.0,16.55,3,2
4.0,7.0,19.55,3,2
4.0,13.0,16.55,3,2
8.0,8.0,8.67,0,2
8.0,8.0,8.67,3,2
8.0,8.0,8.67,3,2
8.0,8.0,8.67,3,2
8.0,11.0,8.67,0,2
8.0,8.0,8.67,3,2
8.0,7.0,8.67,3,2
8.0,9.0,8.67,3,2
3.0,16.0,18.48,3,2
3.0,15.0,18.48,3,2
3.0,15.0,18.48,3,2
3.0,15.0,18.48,3,2
3.0,16.0,18.48,3,2
3.0,15.0,18.48,3,2
0.0,19.0,10.09,2,1
0.0,19.0,10.09,2,1
0.0,19.0,10.23199443955013,2,1
0.0,11.0,10.09,2,1
0.0,19.0,10.09,2,1
0.0,12.0,10.09,2,1
0.0,11.0,10.09,2,1
0.0,11.0,10.09,2,1
0.0,5.0,7.7,2,1
0.0,5.0,7.7,0,1
0.0,5.0,7.7,2,1
0.0,5.0,7.7,2,1
0.0,6.0,7.7,2,1
3.0,19.0,25.56,3,2
3.0,19.0,19.56,3,0
3.0,19.0,19.56,3,0
3.0,19.0,19.56,3,2
3.0,19.0,19.56,3,2
3.0,17.0,9.82,3,1
3.0,20.0,9.82,3,1
3.0,17.0,3.82,3,1
3.0,19.0,15.82,3,0
3.0,14.0,5.82,3,1
3.0,19.0,9.82,3,1
3.0,19.0,9.82,3,1
3.0,17.0,9.82,3,1
6.0,10.0,13.91,0,2
6.0,11.0,13.91,3,2
6.0,9.0,13.91,3,2
6.0,9.0,13.91,3,2
6.0,9.0,13.91,3,0
6.0,9.0,13.91,3,0
6.0,12.0,13.91,0,2
6.0,9.0,11.91,0,0
7.0,25.0,0.81,1,2
7.0,24.0,2.81,1,2
7.0,25.0,0.81,0,2
7.0,25.0,0.81,0,2
7.0,22.0,10.23199443955013,1,2
7.0,25.0,0.81,1,2
7.0,27.0,7.81,1,2
4.0,4.0,5.77,0,1
4.0,4.0,5.77,2,1
4.0,4.0,5.77,0,1
4.0,7.0,5.77,0,0
4.0,4.0,5.77,2,1
7.0,19.0,3.76,2,1
7.0,19.0,3.76,2,1
7.0,21.0,5.76,2,1
7.0,21.0,3.76,2,1
7.0,15.0,3.76,2,0
7.0,19.0,3.76,2,1
8.0,17.0,1.57,1,2
8.0,17.0,3.5700000000000003,1,2
8.0,17.0,1.57,1,2
8.0,17.0,4.57,1,0
8.0,19.0,1.57,1,2
8.0,14.0,1.57,1,2
8.0,20.0,1.57,1,2
8.0,16.0,1.57,1,2
7.0,18.0,7.54,3,2
7.0,18.0,10.23199443955013,3,2
7.0,18.0,7.54,3,2
7.0,17.0,7.54,3,2
7.0,18.0,7.54,3,2
7.0,21.0,7.54,3,2
4.0,19.0,16.5,3,2
4.0,12.0,16.5,0,2
4.0,11.0,16.5,3,2
4.0,10.0,18.5,0,2
4.0,10.0,16.5,3,2
4.0,10.0,16.5,3,2
4.0,11.0,16.5,0,2
7.0,11.0,4.59,2,1
7.0,12.0,4.59,2,1
7.0,9.0,4.59,2,1
7.0,11.0,4.59,2,1
7.0,19.0,4.59,2,1
7.0,11.0,4.59,2,1
6.0,15.0,16.48,1,2
6.0,20.0,16.48,1,2
6.0,17.0,13.48,1,2
6.0,17.0,16.48,1,0
6.0,17.0,16.48,0,2
6.0,17.0,16.48,1,2
6.0,17.0,16.48,0,2
6.0,13.0,9.31,3,2
6.0,15.0,9.31,3,2
6.0,13.0,9.31,0,2
6.0,13.0,9.31,0,2
4.0,5.0,9.28,2,1
4.0,3.0,9.28,2,1
4.0,6.0,9.28,2,0
4.0,19.0,9.28,2,1
4.0,4.0,10.28,2,1
4.0,4.0,9.28,2,1
4.0,4.0,9.28,0,1
2.0,8.0,7.75,2,1
2.0,11.0,7.75,2,0
2.0,10.0,7.75,2,1
2.0,9.0,7.75,0,1
2.0,7.0,13.75,0,1
4.0,13.0,11.99,3,1
4.0,12.0,11.99,3,1
4.0,19.0,11.99,3,1
4.0,13.0,11.99,0,1
4.0,10.0,10.99,3,1
4.0,13.0,11.99,3,1
4.0,13.0,11.99,3,1
9.0,18.0,9.89,1,2
9.0,17.0,9.89,1,2
9.0,19.0,9.89,0,2
9.0,19.0,9.89,1,2
9.0,18.0,9.89,0,2
9.0,18.0,9.89,1,2
9.0,15.0,9.89,0,2
9.0,19.0,9.89,1,2
3.0,9.0,5.76,2,1
3.0,19.0,5.76,2,1
3.0,7.0,5.76,0,1
3.0,19.0,10.23199443955013,2,1
3.0,7.0,5.76,0,1
3.0,4.0,5.76,2,1
3.0,7.0,5.76,2,1
7.0,27.0,29.77,1,2
7.0,25.0,29.77,1,2
7.0,25.0,29.77,1,2
7.0,25.0,29.77,1,2
7.0,25.0,29.77,0,2
7.0,25.0,29.77,1,2
7.0,25.0,29.77,0,2
3.0,2.0,11.42,0,1
3.0,5.0,11.42,2,1
3.0,2.0,6.42,2,1
7.0,14.0,14.6,3,2
7.0,19.0,10.23199443955013,3,2
7.0,17.0,8.6,3,2
7.0,17.0,14.6,3,2
7.0,20.0,14.6,3,0
7.0,16.0,11.6,3,2
8.0,18.0,12.44,3,2
8.0,19.0,12.44,0,2
8.0,19.0,12.44,3,2
8.0,18.0,12.44,3,2
8.0,18.0,12.44,3,2
8.0,17.0,12.44,0,2
8.0,18.0,12.44,3,2
8.0,18.0,12.44,3,2
4.0,15.0,13.74,2,1
4.0,15.0,8.74,2,1
4.0,9.0,8.74,2,1
4.0,12.0,3.74,0,1
4.0,12.0,8.74,2,1
8.0,16.0,5.7799999999999985,0,1
8.0,13.0,11.78,3,1
8.0,14.0,11.78,3,1
8.0,17.0,11.78,3,0
8.0,14.0,11.78,0,1
8.0,12.0,11.78,3,1
8.0,17.0,7.7799999999999985,0,0
3.0,14.0,11.46,3,2
3.0,12.0,11.46,3,0
3.0,13.0,4.460000000000001,3,2
3.0,13.0,11.46,0,2
3.0,13.0,11.46,3,0
3.0,13.0,11.46,0,2
6.0,15.0,15.24,3,2
6.0,15.0,15.24,3,2
6.0,15.0,21.24,0,2
6.0,15.0,15.24,0,0
6.0,15.0,8.24,3,2
6.0,18.0,13.24,3,2
6.0,15.0,15.24,3,2
4.0,11.0,10.239999999999998,0,2
4.0,11.0,19.24,3,2
4.0,11.0,17.24,3,2
4.0,11.0,17.24,3,2
4.0,10.0,17.24,3,2
4.0,9.0,17.24,0,2
1.0,9.0,1.35,2,1
1.0,11.0,1.35,2,1
1.0,11.0,1.35,0,1
1.0,14.0,1.35,2,0
1.0,11.0,1.35,2,1
1.0,19.0,1.35,2,1
5.0,17.0,11.75,3,1
5.0,13.0,11.75,0,1
5.0,18.0,11.75,3,1
5.0,16.0,11.75,0,1
5.0,16.0,15.75,0,1
5.0,16.0,11.75,3,1
8.0,14.0,1.29,3,1
8.0,14.0,5.29,3,1
8.0,14.0,1.29,3,1
8.0,14.0,1.29,3,0
8.0,14.0,10.23199443955013,0,1
8.0,14.0,1.29,3,1
8.0,17.0,10.23199443955013,3,1
8.0,14.0,1.29,3,1
6.0,15.0,8.24,3,2
6.0,15.0,8.24,0,2
6.0,14.0,8.24,0,2
6.0,15.0,8.24,3,2
6.0,15.0,8.24,0,2
6.0,15.0,8.24,3,2
6.0,15.0,8.24,0,2
6.0,15.0,10.23199443955013,0,2
1.0,3.0,6.3,0,1
1.0,3.0,11.3,0,1
1.0,4.0,0.2999999999999998,0,1
1.0,3.0,6.3,2,1
1.0,4.0,6.3,2,1
5.0,2.0,2.26,2,1
5.0,5.0,8.26,2,1
5.0,5.0,1.2599999999999998,0,1
5.0,5.0,2.26,2,1
5.0,5.0,2.26,0,1
5.0,6.0,2.26,2,1
7.0,14.0,19.25,3,2
7.0,15.0,19.25,0,2
7.0,16.0,19.25,3,2
7.0,17.0,19.25,3,2
7.0,15.0,19.25,3,0
7.0,13.0,19.25,3,2
7.0,15.0,19.07,3,2
7.0,19.0,21.07,3,2
7.0,12.0,17.07,3,2
7.0,12.0,17.07,0,2
7.0,19.0,17.07,3,2
7.0,15.0,17.07,3,2
7.0,15.0,10.23199443955013,3,2
7.0,13.0,17.07,3,2
2.0,9.0,4.38,2,1
2.0,9.0,4.38,2,1
2.0,9.0,4.38,2,0
2.0,9.0,4.38,0,1
2.0,12.0,4.38,2,1
2.0,9.0,4.38,2,0
1.0,7.0,7.88,2,1
1.0,7.0,10.88,0,1
1.0,7.0,7.88,2,0
1.0,7.0,12.88,2,1
1.0,10.0,7.88,2,1
1.0,7.0,10.88,2,1
4.0,8.0,10.23199443955013,3,2
4.0,8.0,8.22,3,2
4.0,8.0,8.22,3,0
4.0,9.0,10.23199443955013,3,2
4.0,6.0,8.22,3,2
4.0,6.0,8.22,3,2
4.0,8.0,8.22,3,2
4.0,5.0,7.2200000000000015,3,2
3.0,14.0,15.67,3,2
3.0,14.0,15.67,3,0
3.0,14.0,19.67,3,2
3.0,14.0,15.67,3,0
3.0,14.0,11.67,3,2
3.0,12.0,15.67,3,2
3.0,14.0,15.67,3,0
3.0,14.0,10.23199443955013,3,2
1.0,7.0,1.13,0,0
1.0,19.0,1.13,2,1
1.0,6.0,1.13,0,0
1.0,5.0,1.13,2,1
2.0,19.0,1.13,2,1
2.0,7.0,1.13,0,1
2.0,7.0,1.13,2,1
2.0,7.0,1.13,0,1
9.0,27.0,8.31,1,2
9.0,25.0,8.31,0,2
9.0,27.0,8.31,0,2
9.0,24.0,15.31,1,2
6.0,16.0,18.46,1,0
6.0,16.0,18.46,1,2
6.0,16.0,18.46,1,2
6.0,16.0,20.46,1,0
6.0,19.0,18.46,1,2
6.0,16.0,18.46,1,2
8.0,19.0,12.6,3,2
8.0,10.0,12.6,0,2
8.0,10.0,12.6,3,2
8.0,11.0,12.6,3,0
8.0,10.0,12.6,0,2
8.0,10.0,12.6,3,2
8.0,12.0,13.6,3,2
7.0,18.0,4.86,3,1
7.0,18.0,7.86,0,1
7.0,18.0,0.8600000000000003,3,1
8.0,18.0,4.86,3,1
8.0,18.0,4.86,3,0
8.0,18.0,4.86,0,1
10.0,23.0,22.27,1,2
10.0,20.0,22.27,1,2
10.0,23.0,15.27,1,2
10.0,20.0,22.27,1,2
10.0,20.0,22.27,1,2
10.0,22.0,22.27,1,0
10.0,22.0,25.27,0,0
9.0,18.0,17.34,3,2
9.0,18.0,17.34,3,2
9.0,18.0,21.34,3,0
9.0,18.0,17.34,0,2
9.0,21.0,17.34,3,2
9.0,18.0,17.34,3,0
9.0,18.0,17.34,3,2
3.0,9.0,18.2,3,2
3.0,19.0,19.2,3,2
3.0,9.0,18.2,3,2
3.0,6.0,18.2,3,2
3.0,9.0,18.2,3,2
3.0,9.0,19.2,3,2
7.0,15.0,11.61,3,2
7.0,15.0,11.61,3,2
7.0,15.0,11.61,3,2
7.0,17.0,11.61,3,2
7.0,17.0,11.61,0,2
6.0,21.0,25.55,0,2
6.0,21.0,26.55,1,2
6.0,21.0,26.55,0,2
6.0,21.0,26.55,1,2
6.0,21.0,26.55,1,2
6.0,21.0,26.55,1,2
6.0,21.0,26.55,1,0
7.0,19.0,26.55,1,2
3.0,16.0,3.13,2,1
3.0,15.0,0.1299999999999999,2,1
3.0,16.0,3.13,2,1
3.0,19.0,3.13,0,1
3.0,18.0,3.13,2,1
3.0,16.0,3.13,2,1
3.0,16.0,3.13,2,1
3.0,16.0,3.13,2,0
7.0,19.0,0.89,3,1
7.0,19.0,0.89,3,1
7.0,21.0,0.89,3,1
7.0,16.0,10.23199443955013,3,1
7.0,19.0,0.89,3,1
7.0,19.0,0.89,0,1
7.0,19.0,0.89,3,0
7.0,19.0,0.89,3,1
3.0,11.0,17.55,3,2
3.0,10.0,17.55,3,2
3.0,13.0,17.55,3,2
3.0,10.0,24.55,3,0
3.0,10.0,17.55,3,2
8.0,10.0,17.75,3,2
8.0,9.0,17.75,3,2
8.0,9.0,17.75,0,2
8.0,9.0,17.75,3,2
8.0,6.0,17.75,3,2
8.0,10.0,17.75,3,2
8.0,9.0,17.75,0,2
8.0,9.0,16.75,3,2
1.0,1.0,6.04,0,1
1.0,19.0,6.04,0,1
1.0,19.0,6.04,2,1
1.0,0.0,13.04,2,1
1.0,0.0,6.04,2,1
8.0,18.0,13.04,3,2
8.0,17.0,19.04,3,0
8.0,18.0,13.04,3,2
8.0,18.0,13.04,0,0
8.0,18.0,13.04,0,2
8.0,20.0,18.04,3,2
6.0,17.0,24.37,1,0
6.0,17.0,24.37,1,2
6.0,17.0,29.37,1,2
6.0,17.0,24.37,1,2
6.0,18.0,30.37,1,2
6.0,19.0,24.37,1,0
6.0,19.0,10.23199443955013,1,2
8.0,24.0,4.01,0,2
8.0,24.0,4.01,1,2
8.0,26.0,4.01,1,0
8.0,24.0,4.01,1,2
8.0,24.0,4.01,0,2
8.0,24.0,4.01,0,2
8.0,24.0,4.01,1,2
8.0,26.0,4.01,1,2
7.0,23.0,2.64,0,2
7.0,24.0,2.64,1,2
7.0,24.0,2.64,1,2
7.0,24.0,2.64,0,2
7.0,22.0,2.64,1,2
7.0,23.0,2.64,1,2
7.0,24.0,2.64,1,2
6.0,19.0,11.4,3,1
6.0,22.0,11.4,3,1
6.0,19.0,11.4,3,1
6.0,19.0,10.23199443955013,0,1
6.0,19.0,10.4,3,1
6.0,19.0,10.23199443955013,0,1
6.0,19.0,11.4,3,1
4.0,12.0,16.4,0,2
4.0,12.0,23.4,3,2
4.0,10.0,16.4,3,2
4.0,12.0,16.4,3,0
4.0,12.0,16.4,3,2
4.0,12.0,16.4,3,0
7.0,14.0,4.28,3,1
7.0,15.0,4.28,3,1
7.0,19.0,10.23199443955013,3,1
7.0,19.0,4.28,3,1
3.0,6.0,9.34,0,1
3.0,6.0,8.34,2,1
3.0,6.0,8.34,2,1
3.0,6.0,8.34,2,1
3.0,6.0,8.34,2,1
3.0,6.0,8.34,2,1
8.0,12.0,8.57,3,2
8.0,12.0,13.57,3,0
8.0,13.0,13.57,3,2
8.0,15.0,13.57,3,2
8.0,12.0,13.57,0,2
8.0,9.0,13.57,3,2
8.0,13.0,13.57,0,2
5.0,12.0,11.83,3,2
5.0,12.0,11.83,3,2
5.0,12.0,11.83,3,2
5.0,12.0,11.83,3,2
5.0,12.0,11.83,3,2
5.0,11.0,6.83,3,2
5.0,14.0,10.23199443955013,3,2
4.0,9.0,9.77,2,1
4.0,10.0,9.77,2,1
4.0,10.0,6.77,2,0
4.0,10.0,9.77,0,1
4.0,10.0,9.77,2,1
4.0,19.0,3.77,0,1
4.0,7.0,9.77,2,1
4.0,10.0,9.77,0,1
10.0,20.0,17.78,1,2
5.0,18.0,12.08,3,2
5.0,19.0,12.08,3,2
5.0,21.0,12.08,0,2
5.0,19.0,18.08,3,0
5.0,18.0,12.08,3,2
5.0,19.0,12.08,3,0
5.0,19.0,12.08,3,0
5.0,18.0,12.08,0,2
5.0,22.0,4.4,2,1
5.0,19.0,9.4,2,0
5.0,19.0,5.4,2,1
5.0,17.0,9.4,2,1
5.0,19.0,9.4,2,1
5.0,19.0,9.4,2,1
5.0,18.0,9.4,2,1
6.0,15.0,12.94,3,2
6.0,13.0,5.94,3,2
6.0,15.0,8.94,3,2
6.0,18.0,12.94,0,0
6.0,16.0,10.94,0,2
6.0,15.0,19.94,0,2
